source_timestamp,actual_temp,predicted_temp,predicted_for,prediction_horizon_sec,threshold,trend,trend_slope,is_anomaly,window_avg,forecast_error,forecast_mae,ingested_at
2026-05-01T06:48:18.684482,24.19,28.83,2026-05-01T06:49:18.684482,60.0,35.0,rising,0.077316,0,30.35,5.32,3.389,2026-05-01T06:48:18.691638Z
2026-05-01T06:48:22.143018,23.86,24.34,2026-05-01T06:49:22.143018,60.0,35.0,stable,0.007971,0,29.88,5.02,3.485,2026-05-01T06:48:22.153472Z
2026-05-01T06:48:25.703813,23.44,21.07,2026-05-01T06:49:25.703813,60.0,35.0,stable,-0.03952,0,29.38,4.77,3.556,2026-05-01T06:48:25.965349Z
2026-05-01T06:48:29.750099,23.42,18.77,2026-05-01T06:49:29.750099,60.0,35.0,falling,-0.077431,0,28.9,3.22,3.538,2026-05-01T06:48:29.757979Z
2026-05-01T06:48:33.556025,23.57,19.11,2026-05-01T06:49:33.556025,60.0,35.0,falling,-0.074312,0,28.43,3.66,3.544,2026-05-01T06:48:33.569179Z
2026-05-01T06:48:38.077387,23.84,23.26,2026-05-01T06:49:38.077387,60.0,35.0,stable,-0.009688,0,27.97,4.21,3.702,2026-05-01T06:48:38.141795Z
2026-05-01T06:48:42.734819,24.09,26.51,2026-05-01T06:49:42.734819,60.0,35.0,stable,0.040302,0,27.53,4.83,3.895,2026-05-01T06:48:42.746459Z
2026-05-01T06:48:45.843289,24.53,28.91,2026-05-01T06:49:45.843289,60.0,35.0,rising,0.073078,0,27.1,4.26,4.06,2026-05-01T06:48:45.847805Z
2026-05-01T06:48:49.245021,25.01,30.74,2026-05-01T06:49:49.245021,60.0,35.0,rising,0.095555,0,26.73,4.28,4.256,2026-05-01T06:48:49.253290Z
2026-05-01T06:48:52.107997,25.64,32.02,2026-05-01T06:49:52.107997,60.0,35.0,rising,0.106395,0,26.38,4.42,4.466,2026-05-01T06:48:52.111609Z
2026-05-01T06:48:55.878845,27.15,33.29,2026-05-01T06:49:55.878845,60.0,35.0,rising,0.102253,1,26.13,4.13,4.661,2026-05-01T06:48:55.884256Z
2026-05-01T06:48:59.770326,27.5,33.59,2026-05-01T06:49:59.770326,60.0,35.0,rising,0.101529,0,25.94,5.11,4.862,2026-05-01T06:48:59.779895Z
2026-05-01T06:49:03.636007,28.4,33.75,2026-05-01T06:50:03.636007,60.0,35.0,rising,0.089141,0,25.82,4.96,5.016,2026-05-01T06:49:03.643501Z
2026-05-01T06:49:06.698199,29.31,34.24,2026-05-01T06:50:06.698199,60.0,35.0,rising,0.082111,0,25.79,3.51,5.049,2026-05-01T06:49:06.704074Z
2026-05-01T06:49:10.204809,30.2,35.22,2026-05-01T06:50:10.204809,60.0,35.0,rising,0.083664,0,25.84,1.24,4.927,2026-05-01T06:49:10.242538Z
2026-05-01T06:49:13.551747,32.88,37.52,2026-05-01T06:50:13.551747,60.0,35.0,rising,0.077298,1,26.08,1.22,4.755,2026-05-01T06:49:13.559912Z
2026-05-01T06:49:17.891602,31.67,38.57,2026-05-01T06:50:17.891602,60.0,35.0,rising,0.11503,0,26.3,0.76,4.467,2026-05-01T06:49:17.922297Z
2026-05-01T06:49:21.020055,31.98,38.52,2026-05-01T06:50:21.020055,60.0,35.0,rising,0.109019,0,26.58,3.15,4.054,2026-05-01T06:49:21.025034Z
2026-05-01T06:49:25.101454,32.79,38.61,2026-05-01T06:50:25.101454,60.0,35.0,rising,0.097036,0,26.92,8.45,4.098,2026-05-01T06:49:25.108547Z
2026-05-01T06:49:28.078658,33.27,38.87,2026-05-01T06:50:28.078658,60.0,35.0,rising,0.093354,0,27.34,12.2,4.436,2026-05-01T06:49:28.093238Z
2026-05-01T06:49:31.397673,33.36,39.17,2026-05-01T06:50:31.397673,60.0,35.0,rising,0.096838,0,27.8,14.59,4.9,2026-05-01T06:49:31.429323Z
2026-05-01T06:49:35.658359,33.74,39.47,2026-05-01T06:50:35.658359,60.0,35.0,rising,0.095453,0,28.29,14.63,5.38,2026-05-01T06:49:35.668726Z
2026-05-01T06:49:38.861993,33.94,39.56,2026-05-01T06:50:38.861993,60.0,35.0,rising,0.093747,0,28.81,10.68,5.676,2026-05-01T06:49:38.870250Z
2026-05-01T06:49:42.405227,34.2,39.47,2026-05-01T06:50:42.405227,60.0,35.0,rising,0.087793,0,29.35,,5.676,2026-05-01T06:49:42.412548Z
2026-05-01T06:49:46.797746,34.39,39.22,2026-05-01T06:50:46.797746,60.0,35.0,rising,0.080422,0,29.89,7.88,5.908,2026-05-01T06:49:46.806392Z
2026-05-01T06:49:51.411266,34.34,39.36,2026-05-01T06:50:51.411266,60.0,35.0,rising,0.083711,0,30.42,5.43,5.997,2026-05-01T06:49:51.415906Z
2026-05-01T06:49:55.417654,34.24,39.46,2026-05-01T06:50:55.417654,60.0,35.0,rising,0.086977,0,30.93,3.5,5.961,2026-05-01T06:49:55.427673Z
2026-05-01T06:49:58.112809,34.21,39.43,2026-05-01T06:50:58.112809,60.0,35.0,rising,0.087043,0,31.41,2.19,5.83,2026-05-01T06:49:58.117162Z
2026-05-01T06:50:02.433392,33.93,38.96,2026-05-01T06:51:02.433392,60.0,35.0,rising,0.083787,0,31.86,0.64,5.648,2026-05-01T06:50:02.442511Z
2026-05-01T06:50:05.902918,33.74,37.84,2026-05-01T06:51:05.902918,60.0,35.0,rising,0.06839,0,32.26,0.15,5.442,2026-05-01T06:50:05.911244Z
2026-05-01T06:50:09.263446,33.89,36.05,2026-05-01T06:51:09.263446,60.0,35.0,stable,0.035924,0,32.6,0.14,5.228,2026-05-01T06:50:09.279136Z
2026-05-01T06:50:12.071380,33.83,33.56,2026-05-01T06:51:12.071380,60.0,35.0,stable,-0.004497,0,32.92,0.41,5.042,2026-05-01T06:50:12.081900Z
2026-05-01T06:50:14.812640,33.93,31.16,2026-05-01T06:51:14.812640,60.0,35.0,stable,-0.046211,0,33.19,1.29,4.851,2026-05-01T06:50:14.822858Z
2026-05-01T06:50:17.401258,33.75,28.97,2026-05-01T06:51:17.401258,60.0,35.0,falling,-0.079676,0,33.41,3.77,4.792,2026-05-01T06:50:17.407211Z
2026-05-01T06:50:20.638997,33.7,27.39,2026-05-01T06:51:20.638997,60.0,35.0,falling,-0.10519,0,33.59,4.87,4.86,2026-05-01T06:50:20.645055Z
2026-05-01T06:50:23.954841,33.47,26.21,2026-05-01T06:51:23.954841,60.0,35.0,falling,-0.12095,0,33.62,5.05,5.05,2026-05-01T06:50:23.964680Z
2026-05-01T06:50:27.833083,33.29,25.6,2026-05-01T06:51:27.833083,60.0,35.0,falling,-0.128204,0,33.7,5.32,5.255,2026-05-01T06:50:27.841089Z
2026-05-01T06:50:31.921711,33.09,25.44,2026-05-01T06:51:31.921711,60.0,35.0,falling,-0.127488,0,33.76,5.78,5.506,2026-05-01T06:50:31.928872Z
2026-05-01T06:50:35.937126,33.04,25.75,2026-05-01T06:51:35.937126,60.0,35.0,falling,-0.121535,0,33.77,6.13,5.655,2026-05-01T06:50:35.944673Z
2026-05-01T06:50:39.966148,32.78,26.31,2026-05-01T06:51:39.966148,60.0,35.0,falling,-0.107803,0,33.74,6.69,5.567,2026-05-01T06:50:39.974164Z
2026-05-01T06:50:42.706637,32.59,26.99,2026-05-01T06:51:42.706637,60.0,35.0,falling,-0.093329,0,33.7,6.97,5.305,2026-05-01T06:50:42.712902Z
2026-05-01T06:50:47.081235,32.08,27.51,2026-05-01T06:51:47.081235,60.0,35.0,falling,-0.076217,0,33.62,7.39,4.945,2026-05-01T06:50:47.085577Z
2026-05-01T06:50:50.618505,31.63,27.82,2026-05-01T06:51:50.618505,60.0,35.0,falling,-0.063522,0,33.51,7.59,4.594,2026-05-01T06:50:50.626923Z
2026-05-01T06:50:55.253021,31.06,27.89,2026-05-01T06:51:55.253021,60.0,35.0,falling,-0.052906,0,33.35,8.3,4.475,2026-05-01T06:50:55.262090Z
2026-05-01T06:50:58.151972,30.42,27.68,2026-05-01T06:51:58.151972,60.0,35.0,stable,-0.045659,0,33.15,9.04,4.533,2026-05-01T06:50:58.159668Z
2026-05-01T06:51:00.825022,29.7,27.2,2026-05-01T06:52:00.825022,60.0,35.0,stable,-0.041624,0,32.92,9.73,4.748,2026-05-01T06:51:00.831072Z
2026-05-01T06:51:03.568130,28.72,26.39,2026-05-01T06:52:03.568130,60.0,35.0,stable,-0.038751,0,32.64,10.24,5.084,2026-05-01T06:51:03.579637Z
2026-05-01T06:51:06.189208,28.05,25.56,2026-05-01T06:52:06.189208,60.0,35.0,stable,-0.041531,0,32.33,9.79,5.464,2026-05-01T06:51:06.498814Z
2026-05-01T06:51:10.943017,27.32,24.8,2026-05-01T06:52:10.943017,60.0,35.0,stable,-0.042028,0,32.0,8.73,5.869,2026-05-01T06:51:10.954952Z
2026-05-01T06:51:14.420362,26.37,24.1,2026-05-01T06:52:14.420362,60.0,35.0,stable,-0.037857,0,31.64,7.19,6.221,2026-05-01T06:51:14.427336Z
2026-05-01T06:51:18.510642,25.71,23.51,2026-05-01T06:52:18.510642,60.0,35.0,stable,-0.036693,0,31.23,5.45,6.486,2026-05-01T06:51:18.646940Z
2026-05-01T06:51:21.914289,25.26,23.06,2026-05-01T06:52:21.914289,60.0,35.0,stable,-0.036624,0,30.8,3.71,6.652,2026-05-01T06:51:21.956264Z
2026-05-01T06:51:26.683243,24.5,22.68,2026-05-01T06:52:26.683243,60.0,35.0,stable,-0.030362,0,30.33,2.89,6.732,2026-05-01T06:51:26.689312Z
2026-05-01T06:51:30.018782,24.0,22.41,2026-05-01T06:52:30.018782,60.0,35.0,stable,-0.026499,0,29.84,2.21,6.653,2026-05-01T06:51:30.040805Z
2026-05-01T06:51:33.951931,23.66,22.3,2026-05-01T06:52:33.951931,60.0,35.0,stable,-0.022591,0,29.34,1.94,6.507,2026-05-01T06:51:33.960571Z
2026-05-01T06:51:37.980769,23.58,22.38,2026-05-01T06:52:37.980769,60.0,35.0,stable,-0.019941,0,28.84,1.86,6.347,2026-05-01T06:51:37.988583Z
2026-05-01T06:51:41.802175,23.95,22.65,2026-05-01T06:52:41.802175,60.0,35.0,stable,-0.021688,0,28.38,1.8,6.171,2026-05-01T06:51:41.808762Z
2026-05-01T06:51:45.963971,24.6,23.01,2026-05-01T06:52:45.963971,60.0,35.0,stable,-0.026444,0,27.95,1.71,5.968,2026-05-01T06:51:45.973133Z
2026-05-01T06:51:49.496654,25.13,23.42,2026-05-01T06:52:49.496654,60.0,35.0,stable,-0.028534,0,27.56,1.86,5.754,2026-05-01T06:51:49.507812Z
2026-05-01T06:51:52.496771,25.53,23.88,2026-05-01T06:52:52.496771,60.0,35.0,stable,-0.027554,0,27.19,1.98,5.519,2026-05-01T06:51:52.503392Z
2026-05-01T06:51:55.666292,26.57,24.53,2026-05-01T06:52:55.666292,60.0,35.0,stable,-0.034011,0,26.89,1.25,5.233,2026-05-01T06:51:55.691161Z
2026-05-01T06:51:59.708812,27.41,25.43,2026-05-01T06:52:59.708812,60.0,35.0,stable,-0.03294,0,26.66,0.48,4.887,2026-05-01T06:51:59.714907Z
2026-05-01T06:52:02.522137,28.5,26.59,2026-05-01T06:53:02.522137,60.0,35.0,stable,-0.031832,0,26.5,0.82,4.549,2026-05-01T06:52:02.527529Z
2026-05-01T06:52:05.372880,29.33,27.87,2026-05-01T06:53:05.372880,60.0,35.0,stable,-0.024298,0,26.42,2.13,4.24,2026-05-01T06:52:05.379760Z
2026-05-01T06:52:08.170226,30.38,29.25,2026-05-01T06:53:08.170226,60.0,35.0,stable,-0.018824,0,26.41,3.99,3.988,2026-05-01T06:52:08.222700Z
2026-05-01T06:52:10.865275,31.31,30.64,2026-05-01T06:53:10.865275,60.0,35.0,stable,-0.011111,0,26.49,5.75,3.789,2026-05-01T06:52:11.131277Z
2026-05-01T06:52:15.647160,32.15,31.95,2026-05-01T06:53:15.647160,60.0,35.0,stable,-0.00333,0,26.67,7.35,3.644,2026-05-01T06:52:15.658911Z
2026-05-01T06:52:19.979275,32.8,33.07,2026-05-01T06:53:19.979275,60.0,35.0,stable,0.004427,0,26.9,8.7,3.59,2026-05-01T06:52:19.987325Z
2026-05-01T06:52:22.517978,33.05,33.9,2026-05-01T06:53:22.517978,60.0,35.0,stable,0.014135,0,27.19,9.54,3.631,2026-05-01T06:52:22.527231Z
2026-05-01T06:52:26.657488,33.65,34.58,2026-05-01T06:53:26.657488,60.0,35.0,stable,0.015449,0,27.55,10.59,3.801,2026-05-01T06:52:26.665638Z
2026-05-01T06:52:30.894993,33.97,35.14,2026-05-01T06:53:30.894993,60.0,35.0,stable,0.01955,0,27.97,11.29,4.092,2026-05-01T06:52:30.900746Z
2026-05-01T06:52:33.908745,34.0,35.54,2026-05-01T06:53:33.908745,60.0,35.0,stable,0.025674,0,28.4,11.59,4.486,2026-05-01T06:52:33.913061Z
2026-05-01T06:52:36.597946,34.19,35.8,2026-05-01T06:53:36.597946,60.0,35.0,stable,0.026802,0,28.89,11.89,4.937,2026-05-01T06:52:36.605254Z
2026-05-01T06:52:40.531551,34.46,35.95,2026-05-01T06:53:40.531551,60.0,35.0,stable,0.024785,0,29.41,12.08,5.43,2026-05-01T06:52:40.536584Z
2026-05-01T06:52:43.457633,34.57,35.96,2026-05-01T06:53:43.457633,60.0,35.0,stable,0.023242,0,29.96,11.92,5.929,2026-05-01T06:52:43.464684Z
2026-05-01T06:53:43.156686,32.0,32.0,2026-05-01T06:54:43.156686,60.0,35.0,stable,0.0,0,32.0,,,2026-05-01T06:53:43.943975Z
2026-05-01T06:53:48.777984,32.7,32.1,2026-05-01T06:54:48.777984,60.0,35.0,stable,-0.009917,0,32.35,,,2026-05-01T06:53:48.781008Z
2026-05-01T06:53:52.855137,32.98,32.24,2026-05-01T06:54:52.855137,60.0,35.0,stable,-0.012308,0,32.56,,,2026-05-01T06:53:52.857399Z
2026-05-01T06:53:55.372420,33.09,32.38,2026-05-01T06:54:55.372420,60.0,35.0,stable,-0.011887,0,32.69,,,2026-05-01T06:53:55.373349Z
2026-05-01T06:53:59.303317,33.05,32.49,2026-05-01T06:54:59.303317,60.0,35.0,stable,-0.009284,0,32.76,,,2026-05-01T06:53:59.304643Z
2026-05-01T06:54:02.691469,32.99,32.59,2026-05-01T06:55:02.691469,60.0,35.0,stable,-0.00674,0,32.8,,,2026-05-01T06:54:02.692995Z
2026-05-01T06:54:05.851929,33.08,32.66,2026-05-01T06:55:05.851929,60.0,35.0,stable,-0.006961,0,32.84,,,2026-05-01T06:54:05.853704Z
2026-05-01T06:54:10.011838,33.37,32.74,2026-05-01T06:55:10.011838,60.0,35.0,stable,-0.010569,0,32.91,,,2026-05-01T06:54:10.013047Z
2026-05-01T06:54:14.430734,33.28,32.8,2026-05-01T06:55:14.430734,60.0,35.0,stable,-0.008004,0,32.95,,,2026-05-01T06:54:14.431998Z
2026-05-01T06:54:18.409169,33.08,32.85,2026-05-01T06:55:18.409169,60.0,35.0,stable,-0.003859,0,32.96,,,2026-05-01T06:54:18.413650Z
2026-05-01T06:54:21.117202,33.25,32.89,2026-05-01T06:55:21.117202,60.0,35.0,stable,-0.005994,0,32.99,,,2026-05-01T06:54:21.121763Z
2026-05-01T06:54:24.507560,33.03,32.94,2026-05-01T06:55:24.507560,60.0,35.0,stable,-0.001517,0,32.99,,,2026-05-01T06:54:24.512759Z
2026-05-01T06:54:28.703945,32.85,32.63,2026-05-01T06:55:28.703945,60.0,35.0,stable,-0.003659,0,32.98,,,2026-05-01T06:54:28.709315Z
2026-05-01T06:54:33.429012,33.08,33.14,2026-05-01T06:55:33.429012,60.0,35.0,stable,0.000977,0,32.99,,,2026-05-01T06:54:33.476397Z
2026-05-01T06:54:36.528615,33.01,33.09,2026-05-01T06:55:36.528615,60.0,35.0,stable,0.001304,0,32.99,,,2026-05-01T06:54:36.561446Z
2026-05-01T06:54:39.491548,33.02,32.98,2026-05-01T06:55:39.491548,60.0,35.0,stable,-0.000646,0,32.99,,,2026-05-01T06:54:39.817756Z
2026-05-01T06:54:44.428268,32.98,32.9,2026-05-01T06:55:44.428268,60.0,35.0,stable,-0.001364,0,32.99,0.98,0.98,2026-05-01T06:54:44.437100Z
2026-05-01T06:54:49.159486,33.16,33.02,2026-05-01T06:55:49.159486,60.0,35.0,stable,-0.002358,0,33.0,1.06,1.02,2026-05-01T06:54:49.167126Z
2026-05-01T06:54:52.746391,33.33,33.29,2026-05-01T06:55:52.746391,60.0,35.0,stable,-0.00073,0,33.02,,1.02,2026-05-01T06:54:52.750467Z
2026-05-01T06:54:56.490254,33.02,33.09,2026-05-01T06:55:56.490254,60.0,35.0,stable,0.001108,0,33.02,0.78,0.94,2026-05-01T06:54:56.494479Z
2026-05-01T06:55:00.739186,33.02,32.9,2026-05-01T06:56:00.739186,60.0,35.0,stable,-0.002013,0,33.07,0.64,0.865,2026-05-01T06:55:00.746338Z
2026-05-01T06:55:04.725467,32.73,32.65,2026-05-01T06:56:04.725467,60.0,35.0,stable,-0.001332,0,33.07,0.24,0.74,2026-05-01T06:55:04.729984Z
2026-05-01T06:55:08.948619,32.44,32.36,2026-05-01T06:56:08.948619,60.0,35.0,stable,-0.001252,0,33.04,0.15,0.642,2026-05-01T06:55:08.952595Z
2026-05-01T06:55:11.595245,32.07,31.94,2026-05-01T06:56:11.595245,60.0,35.0,stable,-0.002227,0,32.99,0.59,0.634,2026-05-01T06:55:11.602182Z
2026-05-01T06:55:15.950579,31.42,30.95,2026-05-01T06:56:15.950579,60.0,35.0,stable,-0.007852,0,32.91,1.32,0.72,2026-05-01T06:55:15.958214Z
2026-05-01T06:55:20.388153,30.58,29.61,2026-05-01T06:56:20.388153,60.0,35.0,stable,-0.016233,0,32.79,2.22,0.887,2026-05-01T06:55:20.394666Z
2026-05-01T06:55:23.401363,29.67,28.0,2026-05-01T06:56:23.401363,60.0,35.0,stable,-0.027914,0,32.62,3.18,1.116,2026-05-01T06:55:23.412415Z
2026-05-01T06:55:27.187528,28.61,26.73,2026-05-01T06:56:27.187528,60.0,35.0,stable,-0.031353,0,32.38,4.28,1.404,2026-05-01T06:55:27.196437Z
2026-05-01T06:55:30.910044,27.75,24.99,2026-05-01T06:56:30.910044,60.0,35.0,stable,-0.045973,0,32.11,5.19,1.719,2026-05-01T06:55:30.916385Z
2026-05-01T06:55:34.088424,26.81,22.54,2026-05-01T06:56:34.088424,60.0,35.0,falling,-0.071214,0,31.79,5.82,2.035,2026-05-01T06:55:34.098438Z
2026-05-01T06:55:37.061615,26.2,20.64,2026-05-01T06:56:37.061615,60.0,35.0,falling,-0.092733,0,31.44,6.94,2.385,2026-05-01T06:55:37.069106Z
2026-05-01T06:55:40.057147,25.41,19.07,2026-05-01T06:56:40.057147,60.0,35.0,falling,-0.105697,0,31.06,7.68,2.738,2026-05-01T06:55:40.064384Z
2026-05-01T06:55:43.409265,24.63,17.74,2026-05-01T06:56:43.409265,60.0,35.0,falling,-0.114888,0,30.65,8.35,3.089,2026-05-01T06:55:43.416384Z
2026-05-01T06:55:47.103999,23.87,16.58,2026-05-01T06:56:47.103999,60.0,35.0,falling,-0.121555,0,30.19,9.03,3.438,2026-05-01T06:55:47.113033Z
2026-05-01T06:55:50.624750,23.66,15.7,2026-05-01T06:56:50.624750,60.0,35.0,falling,-0.132638,0,29.72,9.36,3.767,2026-05-01T06:55:50.630444Z
2026-05-01T06:55:54.958834,23.35,15.0,2026-05-01T06:56:54.958834,60.0,35.0,falling,-0.13923,0,29.24,9.94,4.092,2026-05-01T06:55:54.963086Z
2026-05-01T06:55:57.873636,23.14,14.44,2026-05-01T06:56:57.873636,60.0,35.0,falling,-0.145011,0,28.74,9.95,4.385,2026-05-01T06:55:57.886249Z
2026-05-01T06:56:01.927694,23.43,14.14,2026-05-01T06:57:01.927694,60.0,35.0,falling,-0.154891,0,28.26,9.47,4.81,2026-05-01T06:56:01.938212Z
2026-05-01T06:56:04.468403,23.95,14.08,2026-05-01T06:57:04.468403,60.0,35.0,falling,-0.16449,0,27.79,,4.81,2026-05-01T06:56:04.474363Z
2026-05-01T06:56:08.812064,24.21,14.41,2026-05-01T06:57:08.812064,60.0,35.0,falling,-0.163406,0,27.35,8.44,5.179,2026-05-01T06:56:08.818351Z
2026-05-01T06:56:13.119139,24.82,16.79,2026-05-01T06:57:13.119139,60.0,35.0,falling,-0.133852,0,26.94,7.54,5.517,2026-05-01T06:56:13.442515Z
2026-05-01T06:56:17.087119,25.28,20.39,2026-05-01T06:57:17.087119,60.0,35.0,falling,-0.081463,0,26.56,6.66,5.818,2026-05-01T06:56:17.094790Z
2026-05-01T06:56:21.635848,26.3,25.16,2026-05-01T06:57:21.635848,60.0,35.0,stable,-0.018924,0,26.26,4.65,6.038,2026-05-01T06:56:21.663486Z
2026-05-01T06:56:25.317543,26.93,28.69,2026-05-01T06:57:25.317543,60.0,35.0,stable,0.029403,0,26.0,2.68,6.165,2026-05-01T06:56:25.326475Z
2026-05-01T06:56:28.054303,27.93,31.46,2026-05-01T06:57:28.054303,60.0,35.0,rising,0.058915,0,25.83,0.07,6.139,2026-05-01T06:56:28.060431Z
2026-05-01T06:56:31.335809,28.99,33.72,2026-05-01T06:57:31.335809,60.0,35.0,rising,0.078874,0,25.75,2.26,6.186,2026-05-01T06:56:31.343237Z
2026-05-01T06:56:33.983614,29.96,35.59,2026-05-01T06:57:33.983614,60.0,35.0,rising,0.093895,0,25.76,4.97,6.323,2026-05-01T06:56:33.996117Z
2026-05-01T06:56:37.238964,30.94,37.2,2026-05-01T06:57:37.238964,60.0,35.0,rising,0.104293,0,25.88,8.4,6.584,2026-05-01T06:56:37.243762Z
2026-05-01T06:56:41.600892,31.66,38.54,2026-05-01T06:57:41.600892,60.0,35.0,rising,0.114605,0,26.07,11.02,6.921,2026-05-01T06:56:41.608659Z
2026-05-01T06:56:45.953554,32.22,39.64,2026-05-01T06:57:45.953554,60.0,35.0,rising,0.12369,0,26.34,13.15,7.319,2026-05-01T06:56:45.963646Z
2026-05-01T06:56:50.121776,32.62,40.53,2026-05-01T06:57:50.121776,60.0,35.0,rising,0.131917,0,26.67,14.88,7.772,2026-05-01T06:56:50.128637Z
2026-05-01T06:56:52.648010,33.07,41.3,2026-05-01T06:57:52.648010,60.0,35.0,rising,0.137092,0,27.05,16.49,8.25,2026-05-01T06:56:52.657513Z
2026-05-01T06:56:56.990860,33.22,41.87,2026-05-01T06:57:56.990860,60.0,35.0,rising,0.144214,0,27.48,17.52,8.742,2026-05-01T06:56:56.996981Z
2026-05-01T06:57:01.172619,33.36,42.32,2026-05-01T06:58:01.172619,60.0,35.0,rising,0.149317,0,27.95,18.36,9.242,2026-05-01T06:57:01.190464Z
2026-05-01T06:57:05.267871,33.36,42.63,2026-05-01T06:58:05.267871,60.0,35.0,rising,0.154522,0,28.44,18.92,9.737,2026-05-01T06:57:05.277919Z
2026-05-01T06:57:07.903957,33.72,42.96,2026-05-01T06:58:07.903957,60.0,35.0,rising,0.153965,0,28.96,19.58,10.247,2026-05-01T06:57:07.909948Z
2026-05-01T06:57:11.729594,33.84,42.0,2026-05-01T06:58:11.729594,60.0,35.0,rising,0.136039,0,29.49,19.76,10.738,2026-05-01T06:57:11.734150Z
2026-05-01T06:57:15.571808,33.58,40.12,2026-05-01T06:58:15.571808,60.0,35.0,rising,0.108948,0,30.0,19.17,11.2,2026-05-01T06:57:15.581294Z
2026-05-01T06:57:18.878169,33.68,37.84,2026-05-01T06:58:18.878169,60.0,35.0,rising,0.069384,0,30.48,16.89,11.57,2026-05-01T06:57:18.886378Z
2026-05-01T06:57:22.123375,33.51,35.37,2026-05-01T06:58:22.123375,60.0,35.0,stable,0.031016,0,30.95,13.12,11.804,2026-05-01T06:57:22.128287Z
2026-05-01T06:57:26.563915,33.4,32.91,2026-05-01T06:58:26.563915,60.0,35.0,stable,-0.00812,0,31.38,8.24,11.839,2026-05-01T06:57:26.571499Z
2026-05-01T06:57:30.077515,33.42,30.69,2026-05-01T06:58:30.077515,60.0,35.0,stable,-0.045497,0,31.79,4.73,11.743,2026-05-01T06:57:30.087437Z
2026-05-01T06:57:32.961617,33.2,28.65,2026-05-01T06:58:32.961617,60.0,35.0,falling,-0.075761,0,32.13,1.74,11.598,2026-05-01T06:57:32.971407Z
2026-05-01T06:57:36.109896,33.25,27.09,2026-05-01T06:58:36.109896,60.0,35.0,falling,-0.102712,0,32.45,0.47,11.487,2026-05-01T06:57:36.115706Z
2026-05-01T06:57:39.229553,33.53,26.31,2026-05-01T06:58:39.229553,60.0,35.0,falling,-0.120361,0,32.73,2.06,11.586,2026-05-01T06:57:39.244265Z
2026-05-01T06:57:43.531494,33.3,25.78,2026-05-01T06:58:43.531494,60.0,35.0,falling,-0.125391,0,32.94,3.9,11.668,2026-05-01T06:57:43.536091Z
