source_timestamp,actual_temp,predicted_temp,predicted_for,prediction_horizon_sec,threshold,trend,trend_slope,is_anomaly,window_avg,ingested_at
2026-04-19T07:37:12.429717,32.32,29.03,2026-04-19T07:38:12.429717,60.0,35.0,rising,0.12,0,27.6,2026-04-19T07:37:12.430754Z
2026-04-19T07:37:17.058174,32.09,28.67,2026-04-19T07:38:17.058174,60.0,35.0,rising,0.12,0,27.92,2026-04-19T07:37:17.059252Z
2026-04-19T07:37:21.532122,33.16,29.16,2026-04-19T07:38:21.532122,60.0,35.0,rising,0.12,0,28.31,2026-04-19T07:37:21.533294Z
2026-04-19T07:37:24.268671,33.65,29.67,2026-04-19T07:38:24.268671,60.0,35.0,rising,0.12,0,28.72,2026-04-19T07:37:24.270007Z
2026-04-19T07:37:26.825198,34.02,30.19,2026-04-19T07:38:26.825198,60.0,35.0,rising,0.12,0,29.16,2026-04-19T07:37:26.826230Z
2026-04-19T07:37:31.367908,34.35,30.68,2026-04-19T07:38:31.367908,60.0,35.0,rising,0.12,0,29.63,2026-04-19T07:37:31.369165Z
2026-04-19T07:37:36.294337,35.01,31.22,2026-04-19T07:38:36.294337,60.0,35.0,rising,0.12,0,30.13,2026-04-19T07:37:36.295650Z
2026-04-19T07:37:38.931452,35.01,31.98,2026-04-19T07:38:38.931452,60.0,35.0,rising,0.12,0,30.62,2026-04-19T07:37:38.932531Z
2026-04-19T07:37:43.448435,34.43,31.99,2026-04-19T07:38:43.448435,60.0,35.0,rising,0.12,0,30.79,2026-04-19T07:37:43.449959Z
2026-04-19T07:37:46.318060,35.09,32.5,2026-04-19T07:38:46.318060,60.0,35.0,rising,0.12,0,31.25,2026-04-19T07:37:46.319046Z
2026-04-19T07:37:50.422993,34.54,32.85,2026-04-19T07:38:50.422993,60.0,35.0,rising,0.12,0,31.69,2026-04-19T07:37:50.424094Z
2026-04-19T07:37:54.766132,35.13,33.32,2026-04-19T07:38:54.766132,60.0,35.0,rising,0.12,0,32.12,2026-04-19T07:37:54.767308Z
2026-04-19T07:37:58.247777,34.43,33.51,2026-04-19T07:38:58.247777,60.0,35.0,rising,0.12,0,32.48,2026-04-19T07:37:58.248997Z
2026-04-19T07:38:00.738105,34.11,33.95,2026-04-19T07:39:00.738105,60.0,35.0,rising,0.12,0,32.82,2026-04-19T07:38:00.738974Z
2026-04-19T07:38:05.183226,34.65,35.09,2026-04-19T07:39:05.183226,60.0,35.0,rising,0.12,0,33.13,2026-04-19T07:38:05.184352Z
2026-04-19T07:38:09.809281,34.03,35.36,2026-04-19T07:39:09.809281,60.0,35.0,rising,0.12,0,33.38,2026-04-19T07:38:09.810329Z
2026-04-19T07:38:14.194439,33.7,35.21,2026-04-19T07:39:14.194439,60.0,35.0,rising,0.12,0,33.6,2026-04-19T07:38:14.195790Z
2026-04-19T07:38:18.169706,33.42,35.02,2026-04-19T07:39:18.169706,60.0,35.0,rising,0.12,0,33.75,2026-04-19T07:38:18.170681Z
2026-04-19T07:38:20.835420,32.76,34.7,2026-04-19T07:39:20.835420,60.0,35.0,rising,0.1184,0,33.85,2026-04-19T07:38:20.836660Z
2026-04-19T07:38:23.541016,31.67,34.33,2026-04-19T07:39:23.541016,60.0,35.0,rising,0.0873,0,33.88,2026-04-19T07:38:23.541345Z
2026-04-19T07:38:26.348213,31.29,34.06,2026-04-19T07:39:26.348213,60.0,35.0,stable,0.0573,0,33.83,2026-04-19T07:38:26.349334Z
2026-04-19T07:38:28.789009,30.88,33.74,2026-04-19T07:39:28.789009,60.0,35.0,stable,-0.0083,0,33.77,2026-04-19T07:38:28.789406Z
2026-04-19T07:38:33.477977,29.56,32.59,2026-04-19T07:39:33.477977,60.0,35.0,stable,-0.0533,0,33.59,2026-04-19T07:38:33.479132Z
2026-04-19T07:38:35.483800,29.28,31.08,2026-04-19T07:39:35.483800,60.0,35.0,falling,-0.1077,0,33.37,2026-04-19T07:38:35.485101Z
2026-04-19T07:38:38.341270,28.38,31.0,2026-04-19T07:39:38.341270,60.0,35.0,falling,-0.12,0,33.09,2026-04-19T07:38:38.341744Z
2026-04-19T07:38:42.457393,27.77,31.49,2026-04-19T07:39:42.457393,60.0,35.0,falling,-0.12,0,32.76,2026-04-19T07:38:42.457825Z
2026-04-19T07:38:47.294383,27.68,31.68,2026-04-19T07:39:47.294383,60.0,35.0,falling,-0.12,0,32.39,2026-04-19T07:38:47.295459Z
2026-04-19T07:38:51.769608,26.72,31.32,2026-04-19T07:39:51.769608,60.0,35.0,falling,-0.12,0,31.98,2026-04-19T07:38:51.770206Z
2026-04-19T07:38:54.488487,26.16,30.5,2026-04-19T07:39:54.488487,60.0,35.0,falling,-0.12,0,31.56,2026-04-19T07:38:54.489344Z
2026-04-19T07:38:57.909196,25.92,29.91,2026-04-19T07:39:57.909196,60.0,35.0,falling,-0.12,0,31.1,2026-04-19T07:38:57.910595Z
2026-04-19T07:39:02.174123,26.01,29.45,2026-04-19T07:40:02.174123,60.0,35.0,falling,-0.12,0,30.68,2026-04-19T07:39:02.174688Z
2026-04-19T07:39:04.620935,25.47,28.88,2026-04-19T07:40:04.620935,60.0,35.0,falling,-0.12,0,30.19,2026-04-19T07:39:04.621738Z
2026-04-19T07:39:08.454419,24.94,28.3,2026-04-19T07:40:08.454419,60.0,35.0,falling,-0.12,0,29.72,2026-04-19T07:39:08.454903Z
2026-04-19T07:39:11.640389,24.89,27.83,2026-04-19T07:40:11.640389,60.0,35.0,falling,-0.12,0,29.26,2026-04-19T07:39:11.640743Z
2026-04-19T07:39:14.003483,25.48,27.47,2026-04-19T07:40:14.003483,60.0,35.0,falling,-0.12,0,28.8,2026-04-19T07:39:14.004117Z
2026-04-19T07:39:16.263573,25.05,27.04,2026-04-19T07:40:16.263573,60.0,35.0,falling,-0.12,0,28.35,2026-04-19T07:39:16.264139Z
2026-04-19T07:39:20.861267,25.21,26.71,2026-04-19T07:40:20.861267,60.0,35.0,falling,-0.12,0,27.93,2026-04-19T07:39:20.862521Z
2026-04-19T07:39:25.607259,25.0,26.37,2026-04-19T07:40:25.607259,60.0,35.0,falling,-0.12,0,27.51,2026-04-19T07:39:25.608454Z
2026-04-19T07:39:30.324070,25.82,25.7,2026-04-19T07:40:30.324070,60.0,35.0,falling,-0.12,0,27.16,2026-04-19T07:39:30.325320Z
2026-04-19T07:39:33.355133,25.51,24.9,2026-04-19T07:40:33.355133,60.0,35.0,falling,-0.12,0,26.85,2026-04-19T07:39:33.356378Z
2026-04-19T07:39:37.658257,26.62,24.76,2026-04-19T07:40:37.658257,60.0,35.0,falling,-0.12,0,26.62,2026-04-19T07:39:37.659489Z
2026-04-19T07:39:42.379978,26.37,24.91,2026-04-19T07:40:42.379978,60.0,35.0,falling,-0.12,0,26.39,2026-04-19T07:39:42.381186Z
2026-04-19T07:39:46.312941,33.82,25.49,2026-04-19T07:40:46.312941,60.0,35.0,falling,-0.12,1,26.61,2026-04-19T07:39:46.314237Z
2026-04-19T07:39:48.621952,27.68,25.79,2026-04-19T07:40:48.621952,60.0,35.0,falling,-0.12,0,26.52,2026-04-19T07:39:48.623125Z
2026-04-19T07:39:51.501070,27.73,25.92,2026-04-19T07:40:51.501070,60.0,35.0,stable,-0.0715,0,26.49,2026-04-19T07:39:51.501749Z
2026-04-19T07:39:53.884814,28.38,26.1,2026-04-19T07:40:53.884814,60.0,35.0,stable,-0.0318,0,26.52,2026-04-19T07:39:53.885729Z
2026-04-19T07:39:57.857341,29.38,27.11,2026-04-19T07:40:57.857341,60.0,35.0,stable,0.0365,0,26.61,2026-04-19T07:39:57.858477Z
2026-04-19T07:40:01.684759,29.64,28.51,2026-04-19T07:41:01.684759,60.0,35.0,rising,0.0899,0,26.75,2026-04-19T07:40:01.685750Z
2026-04-19T07:40:03.993442,30.67,29.29,2026-04-19T07:41:03.993442,60.0,35.0,rising,0.12,0,26.98,2026-04-19T07:40:03.993945Z
2026-04-19T07:40:08.560947,31.21,29.07,2026-04-19T07:41:08.560947,60.0,35.0,rising,0.12,0,27.24,2026-04-19T07:40:08.561288Z
2026-04-19T07:40:12.504259,31.4,28.6,2026-04-19T07:41:12.504259,60.0,35.0,rising,0.12,0,27.51,2026-04-19T07:40:12.504669Z
2026-04-19T07:40:16.375554,32.77,28.93,2026-04-19T07:41:16.375554,60.0,35.0,rising,0.12,0,27.88,2026-04-19T07:40:16.376720Z
2026-04-19T07:40:18.608136,32.91,29.28,2026-04-19T07:41:18.608136,60.0,35.0,rising,0.12,0,28.28,2026-04-19T07:40:18.609424Z
2026-04-19T07:40:21.655399,33.9,29.78,2026-04-19T07:41:21.655399,60.0,35.0,rising,0.12,0,28.73,2026-04-19T07:40:21.655964Z
2026-04-19T07:40:24.760744,33.85,30.15,2026-04-19T07:41:24.760744,60.0,35.0,rising,0.12,0,29.15,2026-04-19T07:40:24.761417Z
2026-04-19T07:40:29.094553,34.35,30.63,2026-04-19T07:41:29.094553,60.0,35.0,rising,0.12,0,29.61,2026-04-19T07:40:29.095301Z
2026-04-19T07:40:33.310078,34.77,31.12,2026-04-19T07:41:33.310078,60.0,35.0,rising,0.12,0,30.09,2026-04-19T07:40:33.311497Z
2026-04-19T07:40:36.110513,34.66,31.56,2026-04-19T07:41:36.110513,60.0,35.0,rising,0.12,0,30.57,2026-04-19T07:40:36.111649Z
2026-04-19T07:40:40.000363,35.2,32.11,2026-04-19T07:41:40.000363,60.0,35.0,rising,0.12,0,31.04,2026-04-19T07:40:40.001567Z
2026-04-19T07:40:42.430212,34.9,32.53,2026-04-19T07:41:42.430212,60.0,35.0,rising,0.12,0,31.51,2026-04-19T07:40:42.431213Z
2026-04-19T07:40:45.840446,35.26,33.0,2026-04-19T07:41:45.840446,60.0,35.0,rising,0.12,0,31.94,2026-04-19T07:40:45.841169Z
2026-04-19T07:40:49.908475,34.87,34.89,2026-04-19T07:41:49.908475,60.0,35.0,rising,0.12,0,32.37,2026-04-19T07:40:49.909510Z
2026-04-19T07:40:52.988989,35.08,33.65,2026-04-19T07:41:52.988989,60.0,35.0,rising,0.12,0,32.43,2026-04-19T07:40:52.989646Z
2026-04-19T07:40:56.937689,34.82,34.04,2026-04-19T07:41:56.937689,60.0,35.0,rising,0.12,0,32.79,2026-04-19T07:40:56.938718Z
2026-04-19T07:41:00.204884,34.58,34.84,2026-04-19T07:42:00.204884,60.0,35.0,rising,0.12,0,33.13,2026-04-19T07:41:00.205574Z
2026-04-19T07:41:03.377452,33.43,35.41,2026-04-19T07:42:03.377452,60.0,35.0,rising,0.12,0,33.38,2026-04-19T07:41:03.378138Z
2026-04-19T07:41:07.898044,33.8,35.26,2026-04-19T07:42:07.898044,60.0,35.0,rising,0.12,0,33.6,2026-04-19T07:41:07.898992Z
2026-04-19T07:41:11.404175,33.35,35.03,2026-04-19T07:42:11.404175,60.0,35.0,rising,0.12,0,33.79,2026-04-19T07:41:11.405070Z
2026-04-19T07:41:13.959599,31.94,34.51,2026-04-19T07:42:13.959599,60.0,35.0,rising,0.12,0,33.85,2026-04-19T07:41:13.960287Z
2026-04-19T07:41:17.679899,31.37,34.15,2026-04-19T07:42:17.679899,60.0,35.0,rising,0.1028,0,33.86,2026-04-19T07:41:17.681190Z
2026-04-19T07:41:21.995313,31.73,34.06,2026-04-19T07:42:21.995313,60.0,35.0,stable,0.0325,0,33.88,2026-04-19T07:41:21.996573Z
2026-04-19T07:41:25.837026,30.43,33.68,2026-04-19T07:42:25.837026,60.0,35.0,stable,-0.0089,0,33.76,2026-04-19T07:41:25.838255Z
2026-04-19T07:41:29.265985,30.17,32.02,2026-04-19T07:42:29.265985,60.0,35.0,stable,-0.076,0,33.62,2026-04-19T07:41:29.266795Z
2026-04-19T07:41:32.530336,28.96,31.14,2026-04-19T07:42:32.530336,60.0,35.0,falling,-0.1055,0,33.38,2026-04-19T07:41:32.531770Z
2026-04-19T07:41:35.196132,28.9,31.07,2026-04-19T07:42:35.196132,60.0,35.0,falling,-0.12,0,33.13,2026-04-19T07:41:35.197505Z
2026-04-19T07:41:38.901623,27.77,31.64,2026-04-19T07:42:38.901623,60.0,35.0,falling,-0.12,0,32.8,2026-04-19T07:41:38.903035Z
2026-04-19T07:41:42.695235,27.36,31.69,2026-04-19T07:42:42.695235,60.0,35.0,falling,-0.12,0,32.43,2026-04-19T07:41:42.696745Z
2026-04-19T07:41:45.980134,27.08,31.07,2026-04-19T07:42:45.980134,60.0,35.0,falling,-0.12,0,32.05,2026-04-19T07:41:45.981358Z
2026-04-19T07:41:50.693568,26.2,30.47,2026-04-19T07:42:50.693568,60.0,35.0,falling,-0.12,0,31.6,2026-04-19T07:41:50.694711Z
2026-04-19T07:41:53.204403,26.59,30.06,2026-04-19T07:42:53.204403,60.0,35.0,falling,-0.12,0,31.18,2026-04-19T07:41:53.205507Z
2026-04-19T07:41:55.738379,25.37,29.39,2026-04-19T07:42:55.738379,60.0,35.0,falling,-0.12,0,30.69,2026-04-19T07:41:55.739279Z
2026-04-19T07:41:58.936299,25.49,28.9,2026-04-19T07:42:58.936299,60.0,35.0,falling,-0.12,0,30.22,2026-04-19T07:41:58.936952Z
2026-04-19T07:42:02.162290,25.18,28.36,2026-04-19T07:43:02.162290,60.0,35.0,falling,-0.12,0,29.73,2026-04-19T07:42:02.162639Z
2026-04-19T07:42:05.005880,25.25,27.93,2026-04-19T07:43:05.005880,60.0,35.0,falling,-0.12,0,29.25,2026-04-19T07:42:05.006683Z
2026-04-19T07:42:08.837722,25.36,27.54,2026-04-19T07:43:08.837722,60.0,35.0,falling,-0.12,0,28.79,2026-04-19T07:42:08.839095Z
2026-04-19T07:42:13.057693,25.4,27.18,2026-04-19T07:43:13.057693,60.0,35.0,falling,-0.12,0,28.39,2026-04-19T07:42:13.059150Z
2026-04-19T07:42:16.655499,24.8,26.73,2026-04-19T07:43:16.655499,60.0,35.0,falling,-0.12,0,27.93,2026-04-19T07:42:16.656844Z
2026-04-19T07:42:18.876564,25.65,26.54,2026-04-19T07:43:18.876564,60.0,35.0,falling,-0.12,0,27.55,2026-04-19T07:42:18.877587Z
2026-04-19T07:42:22.047282,25.67,25.9,2026-04-19T07:43:22.047282,60.0,35.0,falling,-0.12,0,27.24,2026-04-19T07:42:22.048050Z
2026-04-19T07:42:26.860158,25.61,24.56,2026-04-19T07:43:26.860158,60.0,35.0,falling,-0.12,0,26.95,2026-04-19T07:42:26.861409Z
2026-04-19T07:42:28.885344,26.57,24.81,2026-04-19T07:43:28.885344,60.0,35.0,falling,-0.12,0,26.69,2026-04-19T07:42:28.886340Z
2026-04-19T07:42:33.540103,26.75,25.04,2026-04-19T07:43:33.540103,60.0,35.0,falling,-0.12,0,26.51,2026-04-19T07:42:33.540514Z
2026-04-19T07:42:37.848727,27.29,25.36,2026-04-19T07:43:37.848727,60.0,35.0,falling,-0.12,0,26.36,2026-04-19T07:42:37.849070Z
2026-04-19T07:42:39.860260,33.26,25.75,2026-04-19T07:43:39.860260,60.0,35.0,falling,-0.1087,1,26.58,2026-04-19T07:42:39.861070Z
2026-04-19T07:42:42.290886,28.17,26.05,2026-04-19T07:43:42.290886,60.0,35.0,stable,-0.0711,0,26.54,2026-04-19T07:42:42.291259Z
2026-04-19T07:42:44.827689,28.52,26.13,2026-04-19T07:43:44.827689,60.0,35.0,stable,-0.0241,0,26.58,2026-04-19T07:42:44.828990Z
2026-04-19T07:42:49.340375,29.36,26.72,2026-04-19T07:43:49.340375,60.0,35.0,stable,0.0176,0,26.68,2026-04-19T07:42:49.341489Z
2026-04-19T07:42:53.125449,29.68,28.14,2026-04-19T07:43:53.125449,60.0,35.0,stable,0.0756,0,26.81,2026-04-19T07:42:53.126401Z
2026-04-19T07:42:58.116499,30.35,29.23,2026-04-19T07:43:58.116499,60.0,35.0,rising,0.1081,0,27.02,2026-04-19T07:42:58.116897Z
2026-04-19T07:43:02.351762,31.47,28.88,2026-04-19T07:44:02.351762,60.0,35.0,rising,0.12,0,27.26,2026-04-19T07:43:02.352252Z
2026-04-19T07:43:07.030936,31.47,28.67,2026-04-19T07:44:07.030936,60.0,35.0,rising,0.12,0,27.57,2026-04-19T07:43:07.031396Z
2026-04-19T07:43:10.472148,31.99,28.91,2026-04-19T07:44:10.472148,60.0,35.0,rising,0.12,0,27.89,2026-04-19T07:43:10.472510Z
2026-04-19T07:43:15.228448,32.97,29.4,2026-04-19T07:44:15.228448,60.0,35.0,rising,0.12,0,28.28,2026-04-19T07:43:15.229682Z
2026-04-19T07:43:18.484973,33.31,29.78,2026-04-19T07:44:18.484973,60.0,35.0,rising,0.12,0,28.68,2026-04-19T07:43:18.485657Z
2026-04-19T07:43:22.828089,33.71,30.18,2026-04-19T07:44:22.828089,60.0,35.0,rising,0.12,0,29.1,2026-04-19T07:43:22.829408Z
2026-04-19T07:43:26.844515,34.02,30.6,2026-04-19T07:44:26.844515,60.0,35.0,rising,0.12,0,29.53,2026-04-19T07:43:26.845890Z
2026-04-19T07:43:29.013286,34.16,31.04,2026-04-19T07:44:29.013286,60.0,35.0,rising,0.12,0,30.0,2026-04-19T07:43:29.014157Z
2026-04-19T07:43:31.510187,34.58,31.48,2026-04-19T07:44:31.510187,60.0,35.0,rising,0.12,0,30.45,2026-04-19T07:43:31.511345Z
2026-04-19T07:43:35.980630,34.78,31.93,2026-04-19T07:44:35.980630,60.0,35.0,rising,0.12,0,30.9,2026-04-19T07:43:35.981792Z
2026-04-19T07:43:39.235219,35.06,32.42,2026-04-19T07:44:39.235219,60.0,35.0,rising,0.12,0,31.37,2026-04-19T07:43:39.236427Z
2026-04-19T07:43:42.733291,35.12,32.83,2026-04-19T07:44:42.733291,60.0,35.0,rising,0.12,0,31.8,2026-04-19T07:43:42.734476Z
2026-04-19T07:43:45.488948,34.67,33.12,2026-04-19T07:44:45.488948,60.0,35.0,rising,0.12,0,32.2,2026-04-19T07:43:45.490112Z
2026-04-19T07:43:47.530752,34.5,35.02,2026-04-19T07:44:47.530752,60.0,35.0,rising,0.12,0,32.56,2026-04-19T07:43:47.531654Z
2026-04-19T07:43:49.881645,34.7,33.52,2026-04-19T07:44:49.881645,60.0,35.0,rising,0.12,0,32.63,2026-04-19T07:43:49.882615Z
2026-04-19T07:43:52.707818,34.65,34.91,2026-04-19T07:44:52.707818,60.0,35.0,rising,0.12,0,32.95,2026-04-19T07:43:52.709065Z
2026-04-19T07:43:57.455102,33.96,35.42,2026-04-19T07:44:57.455102,60.0,35.0,rising,0.12,0,33.23,2026-04-19T07:43:57.456266Z
2026-04-19T07:44:00.399416,33.33,35.15,2026-04-19T07:45:00.399416,60.0,35.0,rising,0.12,0,33.42,2026-04-19T07:44:00.400380Z
2026-04-19T07:44:03.374024,32.94,34.85,2026-04-19T07:45:03.374024,60.0,35.0,rising,0.12,0,33.59,2026-04-19T07:44:03.375090Z
2026-04-19T07:44:05.562469,32.22,34.44,2026-04-19T07:45:05.562469,60.0,35.0,rising,0.12,0,33.68,2026-04-19T07:44:05.563277Z
2026-04-19T07:44:10.419658,32.34,34.17,2026-04-19T07:45:10.419658,60.0,35.0,rising,0.107,0,33.72,2026-04-19T07:44:10.420743Z
2026-04-19T07:44:14.629245,31.41,33.97,2026-04-19T07:45:14.629245,60.0,35.0,stable,0.0683,0,33.72,2026-04-19T07:44:14.630528Z
2026-04-19T07:44:19.575324,31.05,33.78,2026-04-19T07:45:19.575324,60.0,35.0,stable,-0.0006,0,33.67,2026-04-19T07:44:19.575871Z
2026-04-19T07:44:24.278788,29.83,32.68,2026-04-19T07:45:24.278788,60.0,35.0,stable,-0.043,0,33.52,2026-04-19T07:44:24.279667Z
2026-04-19T07:44:27.233037,29.86,31.47,2026-04-19T07:45:27.233037,60.0,35.0,falling,-0.0885,0,33.34,2026-04-19T07:44:27.234102Z
2026-04-19T07:44:29.640492,28.69,30.72,2026-04-19T07:45:29.640492,60.0,35.0,falling,-0.12,0,33.09,2026-04-19T07:44:29.641996Z
2026-04-19T07:44:33.354089,27.69,31.07,2026-04-19T07:45:33.354089,60.0,35.0,falling,-0.12,0,32.78,2026-04-19T07:44:33.355187Z
2026-04-19T07:44:38.076983,27.22,31.53,2026-04-19T07:45:38.076983,60.0,35.0,falling,-0.12,0,32.43,2026-04-19T07:44:38.078217Z
2026-04-19T07:44:42.485561,26.59,31.07,2026-04-19T07:45:42.485561,60.0,35.0,falling,-0.12,0,32.03,2026-04-19T07:44:42.486813Z
2026-04-19T07:44:46.828585,26.72,30.67,2026-04-19T07:45:46.828585,60.0,35.0,falling,-0.12,0,31.63,2026-04-19T07:44:46.829196Z
2026-04-19T07:44:50.204521,26.21,30.14,2026-04-19T07:45:50.204521,60.0,35.0,falling,-0.12,0,31.19,2026-04-19T07:44:50.204929Z
2026-04-19T07:44:55.064570,25.91,29.62,2026-04-19T07:45:55.064570,60.0,35.0,falling,-0.12,0,30.72,2026-04-19T07:44:55.066017Z
2026-04-19T07:44:58.530112,25.31,28.98,2026-04-19T07:45:58.530112,60.0,35.0,falling,-0.12,0,30.26,2026-04-19T07:44:58.531288Z
2026-04-19T07:45:02.056776,25.46,28.44,2026-04-19T07:46:02.056776,60.0,35.0,falling,-0.12,0,29.8,2026-04-19T07:45:02.057798Z
2026-04-19T07:45:06.398587,25.26,27.94,2026-04-19T07:46:06.398587,60.0,35.0,falling,-0.12,0,29.33,2026-04-19T07:45:06.399401Z
2026-04-19T07:45:10.568768,25.29,27.51,2026-04-19T07:46:10.568768,60.0,35.0,falling,-0.12,0,28.86,2026-04-19T07:45:10.570184Z
2026-04-19T07:45:13.871000,25.3,27.16,2026-04-19T07:46:13.871000,60.0,35.0,falling,-0.12,0,28.43,2026-04-19T07:45:13.872071Z
2026-04-19T07:45:18.459357,24.75,26.7,2026-04-19T07:46:18.459357,60.0,35.0,falling,-0.12,0,28.0,2026-04-19T07:45:18.460573Z
2026-04-19T07:45:21.850502,24.83,26.32,2026-04-19T07:46:21.850502,60.0,35.0,falling,-0.12,0,27.6,2026-04-19T07:45:21.851860Z
2026-04-19T07:45:24.207491,25.74,26.06,2026-04-19T07:46:24.207491,60.0,35.0,falling,-0.12,0,27.27,2026-04-19T07:45:24.208590Z
2026-04-19T07:45:27.694075,25.53,24.55,2026-04-19T07:46:27.694075,60.0,35.0,falling,-0.12,0,26.93,2026-04-19T07:45:27.694523Z
2026-04-19T07:45:29.943820,26.1,24.6,2026-04-19T07:46:29.943820,60.0,35.0,falling,-0.12,0,26.67,2026-04-19T07:45:29.944848Z
2026-04-19T07:45:34.417823,27.06,24.96,2026-04-19T07:46:34.417823,60.0,35.0,falling,-0.12,0,26.47,2026-04-19T07:45:34.419278Z
2026-04-19T07:45:39.089615,27.34,25.31,2026-04-19T07:46:39.089615,60.0,35.0,falling,-0.12,0,26.34,2026-04-19T07:45:39.090708Z
2026-04-19T07:45:41.791878,27.21,25.53,2026-04-19T07:46:41.791878,60.0,35.0,falling,-0.12,0,26.21,2026-04-19T07:45:41.792438Z
2026-04-19T07:45:45.180063,28.31,25.91,2026-04-19T07:46:45.180063,60.0,35.0,stable,-0.0765,0,26.19,2026-04-19T07:45:45.180718Z
2026-04-19T07:45:49.850601,28.29,26.05,2026-04-19T07:46:49.850601,60.0,35.0,stable,-0.0271,0,26.22,2026-04-19T07:45:49.851871Z
2026-04-19T07:45:53.623058,29.32,26.8,2026-04-19T07:46:53.623058,60.0,35.0,stable,0.0255,0,26.33,2026-04-19T07:45:53.623851Z
2026-04-19T07:45:56.321664,29.93,27.57,2026-04-19T07:46:56.321664,60.0,35.0,stable,0.0518,0,26.49,2026-04-19T07:45:56.322728Z
